frame_id,left_detected,right_detected,left_conf,right_conf,lat_offset_m,latency_ms
210,1,1,1.0,1.0,0.1623,115.19
211,1,1,1.0,1.0,0.1383,107.44
212,1,1,1.0,1.0,0.0904,90.02
213,1,1,1.0,1.0,0.0655,91.58
214,1,1,1.0,1.0,0.0812,96.62
215,1,1,1.0,1.0,0.1593,99.16
216,1,1,1.0,1.0,0.1821,83.21
217,1,1,1.0,1.0,0.0505,81.85
218,1,1,1.0,1.0,0.1449,79.57
219,1,1,1.0,1.0,0.171,81.09
220,1,1,1.0,1.0,0.189,69.72
221,1,1,1.0,1.0,0.1215,84.25
222,1,1,1.0,1.0,0.1954,78.49
223,1,1,1.0,1.0,0.1844,76.75
224,1,1,1.0,1.0,0.1711,69.69
225,1,1,1.0,1.0,0.1923,78.96
226,1,1,1.0,1.0,0.188,76.89
227,1,1,1.0,1.0,0.1743,90.78
228,1,1,1.0,1.0,0.1809,73.74
229,1,1,1.0,1.0,0.1758,76.06
230,1,1,1.0,1.0,0.1111,85.44
231,1,1,1.0,1.0,0.151,81.84
232,1,1,1.0,1.0,0.1723,97.65
233,1,1,1.0,1.0,0.1974,103.36
234,1,1,1.0,1.0,0.1726,104.0
235,1,1,1.0,1.0,0.1508,110.44
236,1,1,1.0,1.0,0.1162,101.39
237,1,1,1.0,1.0,0.1608,123.87
238,1,1,1.0,1.0,0.2267,101.82
239,1,1,1.0,1.0,0.1702,97.46
240,1,1,1.0,1.0,0.1764,87.45
241,1,1,1.0,1.0,0.1584,80.34
242,1,1,1.0,1.0,0.1646,74.81
243,1,1,1.0,1.0,0.1648,76.69
244,1,1,1.0,1.0,0.2051,77.64
245,1,1,1.0,1.0,0.1592,73.4
246,1,1,1.0,1.0,0.1994,66.28
247,1,1,1.0,1.0,0.1519,74.53
248,1,1,1.0,1.0,0.1509,81.09
249,1,1,1.0,1.0,0.193,63.96
250,1,1,1.0,1.0,0.1558,95.22
251,1,1,1.0,1.0,0.204,75.57
252,1,1,1.0,1.0,0.1542,83.76
253,1,1,1.0,1.0,0.1331,83.45
254,1,1,1.0,1.0,0.1713,77.0
255,1,1,1.0,1.0,0.1657,100.81
256,1,1,1.0,1.0,0.1464,134.92
257,1,1,1.0,1.0,0.1778,112.18
258,1,1,1.0,1.0,0.1711,115.5
259,1,1,1.0,1.0,0.1501,90.12
260,1,1,1.0,1.0,0.1439,105.33
261,1,1,1.0,1.0,0.1533,92.43
262,1,1,1.0,1.0,0.1852,91.4
263,1,1,1.0,1.0,0.1653,85.32
264,1,1,1.0,1.0,0.1311,83.73
265,1,1,1.0,1.0,0.0768,78.83
266,1,1,1.0,1.0,0.1739,83.21
267,1,1,1.0,1.0,0.1627,92.0
268,1,1,1.0,1.0,0.1474,84.18
269,1,1,1.0,1.0,0.1823,69.3
270,1,1,1.0,1.0,0.1739,87.56
271,1,1,1.0,1.0,0.1318,73.04
272,1,1,1.0,1.0,0.1785,68.61
273,1,1,1.0,1.0,0.1563,70.97
274,1,1,1.0,1.0,0.1694,70.54
275,1,1,1.0,1.0,0.1967,71.51
276,1,1,1.0,1.0,0.1749,75.72
277,1,1,1.0,1.0,0.1523,76.9
278,1,1,1.0,1.0,0.1394,85.68
279,1,1,1.0,1.0,0.1636,98.35
280,1,1,1.0,1.0,0.116,99.66
281,1,1,1.0,1.0,0.1909,119.02
282,1,1,1.0,1.0,0.089,99.63
283,1,1,1.0,1.0,0.0014,100.32
284,1,1,1.0,1.0,-0.0087,97.4
285,1,1,1.0,1.0,0.1795,88.39
286,1,1,1.0,1.0,0.0519,78.28
287,1,1,1.0,1.0,0.1533,78.37
288,1,1,1.0,1.0,0.0493,74.8
289,1,1,1.0,1.0,0.0883,72.35
290,1,1,1.0,1.0,0.1675,76.79
291,1,1,1.0,1.0,0.1822,88.93
292,1,1,1.0,1.0,0.1741,68.49
293,1,1,1.0,1.0,0.1269,70.03
294,1,1,1.0,1.0,0.1749,77.18
295,1,1,1.0,1.0,0.1737,69.84
296,1,1,1.0,1.0,0.1801,77.61
297,1,1,1.0,1.0,0.1832,76.15
298,1,1,1.0,1.0,0.1852,75.62
299,1,1,1.0,1.0,0.1131,73.81
300,1,1,1.0,1.0,0.1593,85.27
301,1,1,1.0,1.0,0.1626,77.55
302,1,1,1.0,1.0,0.1264,85.81
303,1,1,1.0,1.0,0.0626,106.28
304,1,1,1.0,1.0,0.1293,102.56
305,1,1,1.0,1.0,0.1743,91.71
306,1,1,1.0,1.0,0.1449,90.1
307,1,1,1.0,1.0,0.1661,101.45
308,1,1,1.0,1.0,0.1057,84.28
309,1,1,1.0,1.0,0.1165,85.42
310,1,1,1.0,1.0,0.1481,69.5
311,1,1,1.0,1.0,0.1007,79.64
312,1,1,1.0,1.0,0.1676,72.26
313,1,1,1.0,1.0,0.1562,81.28
314,1,1,1.0,1.0,0.1688,77.04
315,1,1,1.0,1.0,0.1677,83.63
316,1,1,1.0,1.0,0.1556,86.6
317,1,1,1.0,1.0,0.1518,74.02
318,1,1,1.0,1.0,0.1431,73.0
319,1,1,1.0,1.0,0.1535,98.86
320,1,1,1.0,1.0,0.1596,81.24
321,1,1,1.0,1.0,0.1382,73.03
322,1,1,1.0,1.0,0.1351,76.18
323,1,1,1.0,1.0,0.099,83.34
324,1,1,1.0,1.0,0.1338,81.7
325,1,1,1.0,1.0,0.1246,85.97
326,1,1,1.0,1.0,0.1408,90.66
327,1,1,1.0,1.0,0.1274,96.7
328,1,1,1.0,1.0,0.1289,116.97
329,1,1,1.0,1.0,-0.0356,86.21
330,1,1,1.0,1.0,0.1035,83.71
331,1,1,1.0,1.0,0.114,85.74
332,1,1,1.0,1.0,0.0941,81.85
333,1,1,1.0,1.0,0.1366,96.89
334,1,1,1.0,1.0,0.0126,80.54
335,1,1,1.0,1.0,0.1005,75.89
336,1,1,1.0,1.0,0.0978,77.77
337,1,1,1.0,1.0,0.0729,81.62
