frame_id,left_detected,right_detected,left_conf,right_conf,lat_offset_m,latency_ms
580,1,1,1.0,1.0,-0.9339,72.81
581,1,1,1.0,1.0,-0.9654,77.46
582,1,1,1.0,1.0,-0.0075,79.9
583,1,1,1.0,1.0,-0.0038,86.4
584,1,1,1.0,1.0,0.001,67.0
585,1,1,1.0,1.0,0.0112,81.26
586,1,1,1.0,1.0,0.0168,85.68
587,1,1,1.0,1.0,0.0202,70.75
588,1,1,1.0,1.0,0.0164,73.92
589,1,1,1.0,1.0,0.0254,85.05
590,1,1,1.0,1.0,-0.9389,71.27
591,1,1,1.0,1.0,-0.922,90.02
592,1,1,1.0,1.0,-0.8734,77.32
593,1,1,1.0,1.0,-0.8854,77.54
594,1,1,1.0,1.0,-0.937,76.01
595,1,1,1.0,1.0,-0.8814,86.7
596,1,1,1.0,1.0,-0.8822,75.57
597,1,1,1.0,1.0,-0.8813,79.67
598,1,1,1.0,1.0,-0.8923,72.4
599,1,1,1.0,1.0,-0.88,77.78
600,1,1,1.0,1.0,-0.8834,74.04
601,1,1,1.0,1.0,-0.8754,76.15
602,1,1,1.0,1.0,-0.8784,74.51
603,1,1,1.0,1.0,-0.8748,82.76
604,1,1,1.0,1.0,-0.9085,76.77
605,1,1,1.0,1.0,-0.8906,75.71
606,1,1,1.0,1.0,-0.9289,84.92
607,1,1,1.0,1.0,-0.8801,76.46
608,1,1,1.0,1.0,-0.9028,80.68
609,1,1,1.0,1.0,-0.8899,87.61
610,1,1,1.0,1.0,-0.8907,60.81
611,1,1,1.0,1.0,-0.8857,79.89
612,1,1,1.0,1.0,-0.895,70.16
613,1,1,1.0,1.0,-0.8753,85.34
614,1,1,1.0,1.0,-0.8904,77.32
615,1,1,1.0,1.0,-0.8913,85.07
616,1,1,1.0,1.0,-0.888,83.84
617,1,1,1.0,1.0,-0.8573,94.37
618,1,1,1.0,1.0,-0.8841,84.3
619,1,1,1.0,1.0,-0.8545,83.21
620,1,1,1.0,1.0,-0.8807,80.43
621,1,1,1.0,1.0,-0.8807,73.38
622,1,1,1.0,1.0,-0.8744,84.59
623,1,1,1.0,1.0,-0.8947,90.75
624,1,1,1.0,1.0,-0.9004,69.61
625,1,1,1.0,1.0,-0.9,84.02
626,1,1,1.0,1.0,-0.882,77.88
627,1,1,1.0,1.0,-0.891,76.87
628,1,1,1.0,1.0,-0.8993,80.7
629,1,1,1.0,1.0,-0.8672,86.0
630,1,1,1.0,1.0,-0.9284,74.87
631,1,1,1.0,1.0,-0.9186,82.89
632,1,1,1.0,1.0,-0.9451,83.65
633,1,1,1.0,1.0,-0.9357,90.16
634,1,1,1.0,1.0,-0.935,77.96
635,1,1,1.0,1.0,-0.0353,78.03
636,1,1,1.0,1.0,-0.0221,77.99
637,1,1,1.0,1.0,-0.0333,81.2
638,1,1,1.0,1.0,-0.0394,80.43
639,1,1,1.0,1.0,-0.0449,75.03
640,1,1,1.0,1.0,-0.0467,75.84
641,1,1,1.0,1.0,-0.0493,86.99
642,1,1,1.0,1.0,-0.0503,80.2
643,1,1,1.0,1.0,-0.0464,77.18
644,1,1,1.0,1.0,-0.9383,71.83
645,1,1,1.0,1.0,-0.9482,82.52
646,1,1,1.0,1.0,-0.942,78.64
647,1,1,1.0,1.0,-0.0577,72.68
648,1,1,1.0,1.0,-0.0599,61.22
649,1,1,1.0,1.0,-0.0601,68.31
650,1,1,1.0,1.0,-0.0661,66.87
651,1,1,1.0,1.0,-0.0678,74.4
652,1,1,1.0,1.0,-0.0685,78.29
653,1,1,1.0,1.0,-0.0725,84.81
654,1,1,1.0,1.0,-0.0767,78.59
655,1,1,1.0,1.0,-0.0788,71.23
656,1,1,1.0,1.0,-0.9795,80.26
657,1,1,1.0,1.0,-0.9848,77.59
658,1,1,1.0,1.0,-0.985,86.14
659,1,1,1.0,1.0,-0.0844,69.1
660,1,1,1.0,1.0,-0.0794,73.23
661,1,1,1.0,1.0,-0.0843,78.59
662,1,1,1.0,1.0,-0.0854,74.69
663,1,1,1.0,1.0,-0.0874,82.06
664,1,1,1.0,1.0,-0.0886,87.36
665,1,1,1.0,1.0,-0.091,77.84
666,1,1,1.0,1.0,-0.0908,76.6
667,1,1,1.0,1.0,-0.091,76.51
668,1,1,1.0,1.0,-0.0916,79.45
669,1,1,1.0,1.0,-0.0902,83.51
670,1,1,1.0,1.0,-0.9818,79.16
671,1,1,1.0,1.0,-0.9755,82.81
672,1,1,1.0,1.0,-0.976,72.2
673,1,1,1.0,1.0,-0.9727,69.67
674,1,1,1.0,1.0,-0.0739,79.06
